date,bidopen,bidclose,bidhigh,bidlow,tickqty,bid_hl,bid_cl,bid_ho,bid_co
2017-10-24 02:00:00,113.319,113.349,113.36,113.289,6611,0.07099999999999795,0.060000000000002274,0.04099999999999682,0.030000000000001137
2017-10-24 03:00:00,113.349,113.308,113.351,113.268,6152,0.08299999999999841,0.04000000000000625,0.001999999999995339,-0.04099999999999682
2017-10-24 04:00:00,113.308,113.37,113.382,113.309,6080,0.0730000000000075,0.06100000000000705,0.07399999999999807,0.06199999999999761
2017-10-24 05:00:00,113.37,113.512,113.524,113.338,9087,0.18600000000000705,0.1740000000000066,0.15399999999999636,0.1419999999999959
2017-10-24 06:00:00,113.512,113.549,113.589,113.49,10348,0.09900000000000375,0.05900000000001171,0.07699999999999818,0.03700000000000614
2017-10-24 07:00:00,113.549,113.662,113.712,113.541,15052,0.17100000000000648,0.12100000000000932,0.1629999999999967,0.11299999999999955
2017-10-24 08:00:00,113.662,113.662,113.723,113.579,11129,0.14400000000000546,0.08300000000001262,0.06099999999999284,0.0
2017-10-24 09:00:00,113.662,113.635,113.746,113.622,9632,0.12399999999999523,0.01300000000000523,0.08399999999998897,-0.027000000000001023
2017-10-24 10:00:00,113.635,113.736,113.762,113.634,7813,0.1280000000000001,0.10200000000000387,0.12699999999999534,0.10099999999999909
2017-10-24 11:00:00,113.736,113.885,113.917,113.668,13103,0.24899999999999523,0.21699999999999875,0.18099999999999739,0.1490000000000009
2017-10-24 12:00:00,113.885,113.864,113.962,113.83,16759,0.132000000000005,0.034000000000006025,0.07699999999999818,-0.021000000000000796
2017-10-24 13:00:00,113.864,113.786,113.978,113.775,19676,0.20299999999998875,0.01099999999999568,0.11399999999999011,-0.07800000000000296
2017-10-24 14:00:00,113.786,113.942,113.992,113.743,19198,0.24900000000000944,0.19899999999999807,0.20600000000000307,0.1559999999999917
2017-10-24 15:00:00,113.942,113.925,114.016,113.889,13630,0.12700000000000955,0.036000000000001364,0.07400000000001228,-0.016999999999995907
2017-10-24 16:00:00,113.925,113.866,113.976,113.861,7446,0.11499999999999488,0.0049999999999954525,0.05100000000000193,-0.0589999999999975
2017-10-24 17:00:00,113.866,113.881,113.926,113.808,8060,0.117999999999995,0.07299999999999329,0.060000000000002274,0.015000000000000568
2017-10-24 18:00:00,113.881,113.566,113.906,113.546,12305,0.35999999999999943,0.01999999999999602,0.025000000000005684,-0.3149999999999977
2017-10-24 19:00:00,113.566,113.845,113.913,113.534,33591,0.3789999999999907,0.31099999999999284,0.3469999999999942,0.27899999999999636
2017-10-24 20:00:00,113.845,113.884,113.939,113.82,10291,0.11899999999999977,0.06400000000000716,0.09399999999999409,0.03900000000000148
2017-10-24 21:00:00,113.884,113.916,113.964,113.892,7831,0.07200000000000273,0.02400000000000091,0.0799999999999983,0.031999999999996476
2017-10-24 22:00:00,113.916,113.965,113.971,113.892,6383,0.07900000000000773,0.0730000000000075,0.05500000000000682,0.049000000000006594
2017-10-24 23:00:00,113.965,113.937,113.968,113.899,8231,0.06900000000000261,0.0379999999999967,0.0030000000000001137,-0.028000000000005798
2017-10-25 00:00:00,113.937,113.795,113.945,113.773,13347,0.17199999999999704,0.02200000000000557,0.007999999999995566,-0.1419999999999959
2017-10-25 01:00:00,113.795,113.806,113.847,113.744,11435,0.10299999999999443,0.06199999999999761,0.0519999999999925,0.01099999999999568
2017-10-25 02:00:00,113.806,113.871,113.918,113.805,5616,0.11299999999999955,0.06599999999998829,0.11200000000000898,0.06499999999999773
2017-10-25 03:00:00,113.871,113.928,113.961,113.871,7374,0.09000000000000341,0.05700000000000216,0.09000000000000341,0.05700000000000216
2017-10-25 04:00:00,113.928,113.903,113.95,113.9,4617,0.04999999999999716,0.0030000000000001137,0.02200000000000557,-0.024999999999991473
2017-10-25 05:00:00,113.903,113.779,113.909,113.734,13871,0.17500000000001137,0.045000000000001705,0.006000000000000227,-0.12400000000000944
2017-10-25 06:00:00,113.779,113.882,113.93,113.769,11397,0.16100000000000136,0.11299999999999955,0.15100000000001046,0.10300000000000864
2017-10-25 07:00:00,113.882,113.889,113.926,113.816,12825,0.10999999999999943,0.07299999999999329,0.04399999999999693,0.006999999999990791
2017-10-25 08:00:00,113.889,114.118,114.147,113.826,18285,0.32100000000001216,0.2920000000000016,0.2580000000000098,0.2289999999999992
2017-10-25 09:00:00,114.118,114.201,114.239,114.079,16517,0.1600000000000108,0.12199999999999989,0.12100000000000932,0.08299999999999841
2017-10-25 10:00:00,114.201,114.138,114.219,114.104,10836,0.11499999999999488,0.034000000000006025,0.018000000000000682,-0.06299999999998818
2017-10-25 11:00:00,114.138,114.037,114.201,114.037,11981,0.16399999999998727,0.0,0.06299999999998818,-0.10099999999999909
2017-10-25 12:00:00,114.037,114.1,114.214,114.032,20405,0.18200000000000216,0.06799999999999784,0.1769999999999925,0.06299999999998818
2017-10-25 13:00:00,114.1,113.876,114.107,113.841,24188,0.26600000000000534,0.0350000000000108,0.007000000000005002,-0.22399999999998954
2017-10-25 14:00:00,113.876,113.662,114.036,113.609,32517,0.4270000000000067,0.05300000000001148,0.1599999999999966,-0.21399999999999864
2017-10-25 15:00:00,113.662,113.708,113.754,113.558,27704,0.19599999999999795,0.14999999999999147,0.09199999999999875,0.04599999999999227
2017-10-25 16:00:00,113.708,113.603,113.708,113.474,23449,0.23399999999999466,0.12899999999999068,0.0,-0.10500000000000398
2017-10-25 17:00:00,113.603,113.763,113.783,113.556,15195,0.22700000000000387,0.20700000000000784,0.18000000000000682,0.1600000000000108
2017-10-25 18:00:00,113.763,113.732,113.815,113.669,12301,0.1460000000000008,0.06300000000000239,0.0519999999999925,-0.03100000000000591
2017-10-25 19:00:00,113.732,113.732,113.787,113.686,9185,0.10099999999999909,0.04599999999999227,0.05500000000000682,0.0
2017-10-25 20:00:00,113.732,113.73,113.776,113.718,7706,0.057999999999992724,0.012000000000000455,0.04399999999999693,-0.001999999999995339
2017-10-25 21:00:00,113.73,113.677,113.741,113.665,8098,0.0759999999999934,0.012000000000000455,0.01099999999999568,-0.05299999999999727
2017-10-25 22:00:00,113.677,113.621,113.697,113.569,7952,0.1280000000000001,0.0519999999999925,0.01999999999999602,-0.056000000000011596
2017-10-25 23:00:00,113.621,113.574,113.647,113.546,5995,0.10099999999999909,0.027999999999991587,0.02600000000001046,-0.046999999999997044
2017-10-26 00:00:00,113.574,113.631,113.706,113.528,11530,0.17799999999999727,0.10299999999999443,0.132000000000005,0.05700000000000216
2017-10-26 01:00:00,113.631,113.443,113.637,113.364,13181,0.27299999999999613,0.07899999999999352,0.006000000000000227,-0.1880000000000024
2017-10-26 02:00:00,113.443,113.544,113.555,113.4,6547,0.15500000000000114,0.14399999999999125,0.11200000000000898,0.10099999999999909
2017-10-26 03:00:00,113.544,113.517,113.547,113.45,5810,0.0969999999999942,0.06699999999999307,0.0030000000000001137,-0.027000000000001023
2017-10-26 04:00:00,113.517,113.506,113.546,113.496,4432,0.05000000000001137,0.010000000000005116,0.029000000000010573,-0.01099999999999568
2017-10-26 05:00:00,113.506,113.462,113.547,113.336,9368,0.21099999999999852,0.12600000000000477,0.04099999999999682,-0.04399999999999693
2017-10-26 06:00:00,113.462,113.632,113.64,113.448,10056,0.19200000000000728,0.1840000000000117,0.17799999999999727,0.1700000000000017
